intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
minivan_fuelswitch_213,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2005,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_214,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2005,km per L,8.13,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_215,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Pontiac,2005,km per L,7.77,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_216,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Saturn,2005,km per L,7.58,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_217,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2005,km per L,8.03,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_218,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Buick,2006,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_219,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2006,km per L,6.53,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_220,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2006,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_221,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2006,km per L,8.23,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_222,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2006,km per L,6.25,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_223,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2006,km per L,6.21,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_224,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2006,km per L,8.44,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_225,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2006,km per L,7.52,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_226,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2006,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_227,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2006,km per L,8.13,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_228,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Pontiac,2006,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_229,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Saturn,2006,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_230,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2006,km per L,7.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_231,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Buick,2007,km per L,7.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_232,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2007,km per L,6.34,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_233,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2007,km per L,7.75,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_234,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2007,km per L,8.26,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_235,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2007,km per L,7.35,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_236,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2007,km per L,6.15,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_237,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2007,km per L,8.03,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_238,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Hyundai,2007,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_239,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2007,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_240,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2007,km per L,8,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_241,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Pontiac,2007,km per L,7.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_242,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Saturn,2007,km per L,7.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_243,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2007,km per L,8.06,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_244,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2008,km per L,6.42,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_245,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2008,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_246,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2008,km per L,8.13,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_247,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2008,km per L,6.23,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_248,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2008,km per L,8.16,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_249,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Hyundai,2008,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_250,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2008,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_251,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2008,km per L,10.05,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_252,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2008,km per L,8.06,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_253,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Pontiac,2008,km per L,7.94,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_254,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2008,km per L,8.06,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_255,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2009,km per L,6.39,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_256,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2009,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_257,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2009,km per L,8.31,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_258,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2009,km per L,6.29,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_259,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2009,km per L,8.16,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_260,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Hyundai,2009,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_261,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2009,km per L,7.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_262,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2009,km per L,10.05,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_263,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2009,km per L,8.06,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_264,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Pontiac,2009,km per L,7.94,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_265,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Volkswagen,2009,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_266,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2010,km per L,6.24,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_267,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2010,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_268,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2010,km per L,8.31,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_269,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2010,km per L,6.24,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_270,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2010,km per L,8.16,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_271,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2010,km per L,8.13,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_272,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2010,km per L,10.05,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_273,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2010,km per L,8.06,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_274,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Volkswagen,2010,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_275,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2011,km per L,5.96,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_276,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2011,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_277,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2011,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_278,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2011,km per L,5.55,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_279,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2011,km per L,5.96,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_280,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2011,km per L,9.22,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_281,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2011,km per L,8.77,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_282,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2011,km per L,8.65,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_283,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Volkswagen,2011,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_284,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2012,km per L,5.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_285,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2012,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_286,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2012,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_287,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2012,km per L,5.57,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_288,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2012,km per L,5.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_289,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2012,km per L,9.22,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_290,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Kia,2012,km per L,8.77,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_291,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2012,km per L,10.36,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_292,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2012,km per L,8.93,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_293,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ram,2012,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_294,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2012,km per L,8.85,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_295,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Volkswagen,2012,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_296,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2013,km per L,5.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_297,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2013,km per L,8.33,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_298,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Dodge,2013,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_299,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ford,2013,km per L,5.81,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_300,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Gmc,2013,km per L,5.91,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_301,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Honda,2013,km per L,9.22,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_302,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Mazda,2013,km per L,10.36,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_303,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Nissan,2013,km per L,9.01,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_304,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Ram,2013,km per L,8.47,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_305,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Toyota,2013,km per L,8.82,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_306,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Volkswagen,2013,km per L,8.33,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_307,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chevrolet,2014,km per L,5.87,USD,51750,10,USD,1500,0.15
minivan_fuelswitch_308,transport_intervention,Fuel Switch,Light Duty,Minivan,Motor Gasoline,Chrysler,2014,km per L,8.33,USD,51750,10,USD,1500,0.15
